"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.116628608156182,0.115134615090582,0.127069943746972,0.11815919332349,0,0.0159560374202089,0.0216077470289661,0.0317729529224505,0.0270485987628655
"2",0.116628608156182,0.115134615090582,0.125683662994567,0.121585705214679,0,0.0159560374202089,0.0216077470289661,0.0340905991976936,0.0365188541226137
"3",0.116628608156182,0.115134615090582,0.0901477343470718,0.0923989626512179,0,0.0159560374202089,0.0216077470289661,0.0232438666354959,0.0361354828156423
"4",0.116628608156182,0.115134615090582,0.0556435642104489,0.0537373065528642,0,0.0159560374202089,0.0216077470289661,0.0136703984915685,0.0149046485080104
"5",0.116628608156182,0.115134615090582,0.0501238035891838,0.0449473371084382,0,0.0159560374202089,0.0216077470289661,0.012735625891658,0.01599886874031
"6",0.116628608156182,0.115134615090582,0.0491385470205341,0.0431036995688181,0,0.0159560374202089,0.0216077470289661,0.0112032736620635,0.0134820161291673
"7",0.116628608156182,0.115134615090582,0.0501938247110189,0.0435914184316708,0,0.0159560374202089,0.0216077470289661,0.0151771728339104,0.0191807336114648
"8",0.116628608156182,0.115134615090582,0.0493135385536607,0.0414017040159971,0,0.0159560374202089,0.0216077470289661,0.0111574576360036,0.0103147663711208
"9",0.116628608156182,0.115134615090582,0.0491534190971915,0.0421403212745608,0,0.0159560374202089,0.0216077470289661,0.0108729467367269,0.0110012030733451
"10",0.116628608156182,0.115134615090582,0.0490584376743283,0.0427170107334445,0,0.0159560374202089,0.0216077470289661,0.0113834187353311,0.0137697212686726
"11",0.116628608156182,0.115134615090582,0.0490654908167991,0.04206333984055,0,0.0159560374202089,0.0216077470289661,0.0110843090673991,0.0120288181488008
"12",0.116628608156182,0.115134615090582,0.0483588004114795,0.042493179512883,0,0.0159560374202089,0.0216077470289661,0.0108618961291057,0.0127981679136805
