"","V1","V2","V3","V4"
"1",5.04680909089309,4.560184847069,6.96757324090416,4.33117948061066
"2",4.42891317386733,4.49850654676787,8.60212160332294,4.5086851614545
"3",5.14673931688715,4.14385463137806,7.41096684221485,4.15032866116214
"4",4.59347437999285,4.94315283037428,8.30253080514333,4.15729330415678
"5",5.03902183487813,4.79054262430729,9.68037046089586,5.54560467081503
"6",5.03631027748041,4.90638467334822,7.242561163673,4.53661883030981
"7",4.8961745137803,4.78514587405108,8.19740147959722,4.44277003586452
"8",5.56643347439986,5.1326697521593,7.68497985968457,5.01444727966109
"9",5.24725779669697,4.70204038917081,7.56855508740431,3.70311786344298
"10",4.71223720948148,4.70862836862447,7.7858804825009,4.61043638748822
"11",5.36520591225477,4.86630378024257,7.10622933077989,4.49898083690399
"12",5.26041580268446,4.6727530340096,9.58530444081361,5.81530201329683
"13",5.24338260056488,4.67539254074364,7.49265324443313,4.33573494602622
"14",4.97483089388896,4.50451501892121,7.58614253288536,4.25793066318365
"15",5.0548971060829,4.85421416368288,6.6942531670314,4.17540134114477
"16",4.68778606097516,4.40696993203694,6.21208186721056,3.8559357863808
"17",4.69998627939881,4.27149532076928,7.92253444402302,4.39663337690781
"18",4.82084970021423,4.28607027545956,7.80171527419075,4.31474656371691
"19",4.47995133776854,4.39164514972387,8.24562473617531,4.44306365145983
"20",5.67671781474872,4.76832714648907,9.04853316271015,4.41998189541367
"21",4.81263185189957,5.24524281721626,8.98663645848506,5.092094880159
"22",4.50225063891283,4.39207456515436,8.68495571876996,4.659569786833
"23",4.9749446630134,4.79679595745579,7.11622867391945,4.83611947964238
"24",4.78178765236515,4.83017740706568,7.04594349157447,4.76173112884762
"25",4.79702449495548,4.78570183563683,10.6839920460067,4.22146798744915
"26",5.09857044629047,4.59925896350577,8.57690075486995,5.19470533911347
"27",5.17765745726496,5.12132686559164,8.45067656725392,5.2243386371929
"28",5.15534239931579,5.00627567603168,9.66929053340976,5.14613120418454
"29",5.32275948692984,4.76973328697454,6.93366278531868,4.34844974465685
"30",4.75231438959551,5.04502882598843,7.10321418701577,4.7387884633249
"31",4.79462828384234,4.44685337088575,6.50818064587125,4.18726206690176
"32",4.48495888761538,4.75595421365163,10.2170160177431,5.37066935678036
"33",4.96751014723736,4.61670308510403,8.42863099353959,4.62130717639836
"34",4.98942553016568,4.36080699756398,6.71447099045032,4.10061733978108
"35",6.22817637765915,5.11938019190558,7.64936802336514,4.95167062634307
